Date,Open,High,Low,Close,Adj Close,Volume,Daily Return
2020-01-02,19.43,19.440001000000002,18.870001000000002,19.08,18.815479,3998300,
2020-01-03,18.780001000000002,18.85,18.5,18.66,18.4013,3206800,-0.02201267371402027
2020-01-06,18.52,18.93,18.440001000000002,18.9,18.637974,3492000,0.012861808676560837
2020-01-07,18.950001,19.15,18.73,19.0,18.736588,3362600,0.005291025730586485
2020-01-08,19.07,19.27,18.950001,19.200001,18.933815,2967000,0.010526302867950088
2020-01-09,19.309998999999998,19.32,19.049999,19.16,18.894369,3903500,-0.0020833624919224247
2020-01-10,19.23,19.35,19.120001000000002,19.24,18.973260999999997,2339300,0.004175423905397269
2020-01-13,19.309998999999998,19.6,19.040001,19.57,19.298685,2514100,0.017151716829278962
2020-01-14,19.52,20.049999,19.4,19.98,19.703001,3991600,0.020950442996504837
2020-01-15,19.879998999999998,20.219998999999998,19.74,19.82,19.545219,3610900,-0.008008018676951889
2020-01-16,20.040001,20.23,19.879998999999998,20.209999,19.929810999999997,2708400,0.019677037131177633
2020-01-17,20.299999,20.49,20.190001000000002,20.26,19.97912,2712600,0.002474132845514898
2020-01-21,19.530001000000002,20.08,19.530001000000002,20.049999,19.772029999999997,3623700,-0.010365321395537141
2020-01-22,20.059998999999998,20.23,20.030001000000002,20.09,19.811476000000003,1803400,0.0019950404687836265
2020-01-23,19.98,20.23,19.65,20.16,19.880507,1845200,0.003484394600381968
2020-01-24,20.110001,20.18,19.73,19.889999,19.614248,1479300,-0.01339296829804193
2020-01-27,19.4,19.82,19.35,19.6,19.32827,2902100,-0.014580115434453589
2020-01-28,19.74,20.129998999999998,19.5,20.1,19.821339000000002,3021800,0.025510250012029223
2020-01-29,20.209999,20.24,19.84,19.860001,19.584665,2448300,-0.011940363867446124
2020-01-30,19.790001,20.01,19.559998999999998,20.0,19.722725,2422900,0.007049392981702818
2020-01-31,19.98,20.0,19.41,19.530001000000002,19.259241,5176300,-0.023499998098640118
2020-02-03,19.620001000000002,20.01,19.559998999999998,19.709999,19.436743,2841400,0.00921645873791177
2020-02-04,19.99,20.08,19.799999,19.91,19.633972,3584400,0.010147224769088137
2020-02-05,20.139999,20.540001,20.049999,20.530001000000002,20.245376999999998,3676000,0.0311401584967117
2020-02-06,20.68,20.799999,20.16,20.219998999999998,19.939672,2370100,-0.015099990481777459
2020-02-07,20.110001,20.139999,19.83,20.059998999999998,19.781891,2763000,-0.007912918527446133
2020-02-10,19.93,20.200001,19.85,20.190001000000002,19.910089000000003,2880500,0.006480573571050474
2020-02-11,20.209999,20.34,20.08,20.17,19.890368,2340300,-0.0009905028551104866
2020-02-12,20.23,20.360001,19.66,19.690001000000002,19.417023,3684600,-0.02379769946941146
2020-02-13,19.65,19.91,19.459999,19.52,19.249378,4622500,-0.008633918804133889
2020-02-14,18.93,20.690001000000002,18.549999,20.1,19.821339000000002,7850400,0.029713219824557546
2020-02-18,20.030001000000002,20.459999,19.709999,20.02,19.742447,3006700,-0.003980154922934465
2020-02-19,20.09,20.27,19.799999,19.9,19.624109,2647800,-0.005994089790389068
2020-02-20,19.83,20.219998999999998,19.780001000000002,19.889999,19.614248,3323000,-0.0005024941514542025
2020-02-21,19.75,19.879998999999998,19.209999,19.23,18.963398,2779900,-0.03318251099914704
2020-02-24,18.700001,18.77,18.120001000000002,18.24,17.987123,5676800,-0.05148207088202239
2020-02-25,18.280001000000002,18.450001,16.98,17.030001000000002,16.7939,7006300,-0.06633762386569542
2020-02-26,17.120001000000002,17.33,16.57,16.59,16.360001,4196000,-0.02583670261225801
2020-02-27,15.97,16.530001000000002,15.24,15.24,15.24,7236800,-0.06845971464182676
2020-02-28,14.75,15.5,14.5,15.43,15.43,9330100,0.01246719160104992
2020-03-02,15.51,16.48,15.37,16.450001,16.450001,7320500,0.06610505508749198
2020-03-03,16.23,16.77,15.27,15.47,15.47,5033000,-0.059574525253828226
2020-03-04,15.73,15.78,14.99,15.33,15.33,3925400,-0.009049773755656187
2020-03-05,14.77,14.87,14.08,14.19,14.19,4593000,-0.07436399217221135
2020-03-06,13.92,14.49,13.64,13.98,13.98,5553800,-0.014799154334038
2020-03-09,13.0,13.84,12.5,13.68,13.68,6973900,-0.02145922746781126
2020-03-10,14.31,14.62,13.37,13.79,13.79,8180500,0.008040935672514626
2020-03-11,13.26,13.89,13.16,13.63,13.63,9536700,-0.01160261058738199
2020-03-12,12.7,12.96,11.26,11.3,11.3,6619200,-0.1709464416727806
2020-03-13,11.96,12.97,11.45,12.96,12.96,6614000,0.14690265486725673
2020-03-16,11.7,12.89,11.56,12.28,12.28,5681000,-0.05246913580246926
2020-03-17,12.89,13.81,11.91,13.26,13.26,6087400,0.07980456026058635
2020-03-18,12.4,12.72,11.2,12.16,12.16,6415700,-0.08295625942684759
2020-03-19,11.91,12.84,11.1,12.43,12.43,4304100,0.022203947368421018
2020-03-20,12.39,12.43,11.39,11.42,11.42,6597700,-0.08125502815768304
2020-03-23,11.43,11.72,10.44,10.55,10.55,5432000,-0.07618213660245177
2020-03-24,11.2,12.52,11.19,12.46,12.46,6163500,0.181042654028436
2020-03-25,12.63,13.29,11.83,12.76,12.76,5181700,0.024077046548956593
2020-03-26,12.98,14.22,12.73,14.11,14.11,4452300,0.10579937304075226
2020-03-27,13.4,14.34,13.18,13.61,13.61,4094700,-0.03543586109142449
2020-03-30,13.59,13.85,13.44,13.64,13.64,4105100,0.0022042615723734116
2020-03-31,13.5,13.77,12.93,13.28,13.28,5506800,-0.026392961876832932
2020-04-01,12.52,12.85,12.01,12.39,12.39,5029200,-0.06701807228915657
2020-04-02,12.28,12.73,11.79,12.07,12.07,4159900,-0.025827280064568248
2020-04-03,11.9,12.39,11.7,11.99,11.99,3122100,-0.006628003314001707
